,playback_duration_sec,rebuffer_duration_sec,video_duration_sec,N_playback_frames,height,width,rebuffer_number,content_spatial_information,content_temporal_information,frame_rate,N_rebuffer_frames,N_total_frames,throughput_trace_name
0,27.0,0.0,27.0,648,1080,1920,0,69.11774877987803,31.887388545502258,24.0,0,648,Car_snaroya_smestad
0,26.401374999999998,0.0,26.401374999999998,633,1080,1920,0,48.80988581524824,30.562098419365153,23.976023976023978,0,633,Ferry_nesoddtangen_oslo
0,26.466666666666665,0.9,27.366666666666667,794,1080,1920,2,32.45626741582569,23.969860687024266,30.0,27,821,Tram_ljabru_jernbanetorget
0,27.694333333333333,1.626625,29.32095833333333,664,1080,1920,4,72.4592681682656,30.94810643457089,23.976023976023978,39,703,Car_snaroya_smestad
0,26.633333333333333,5.133333333333334,31.766666666666666,799,1080,1920,3,36.516496571081376,3.111321647896646,30.0,154,953,Bus_ljansbakken_oslo
0,26.401374999999998,0.0,26.401374999999998,633,1080,1920,0,48.80988581524824,30.562098419365153,23.976023976023978,0,633,Car_snaroya_smestad
0,26.466666666666665,0.0,26.466666666666665,794,1080,1920,0,32.45626741582569,23.969860687024266,30.0,0,794,Tram_jernbanetorget_ljabru
0,27.166666666666668,0.0,27.166666666666668,815,1080,1920,0,57.92489190208584,8.566515536550902,30.0,0,815,Ferry_nesoddtangen_oslo
0,27.0,0.0,27.0,810,1080,1920,0,45.25730181933437,6.47053159800503,30.0,0,810,Metro_kalbakken_jernbanetorget
0,27.0,3.9166666666666665,30.916666666666668,648,1080,1920,8,69.11774877987803,31.887388545502258,24.0,94,742,Tram_ljabru_jernbanetorget
0,26.466666666666665,0.0,26.466666666666665,794,1080,1920,0,32.45626741582569,23.969860687024266,30.0,0,794,Ferry_nesoddtangen_oslo
0,25.0,0.0,25.0,625,1080,1920,0,92.9468199053504,30.131945716916807,25.0,0,625,Car_snaroya_smestad
0,27.0,0.0,27.0,648,1080,1920,0,69.11774877987803,31.887388545502258,24.0,0,648,Car_snaroya_smestad
0,27.933333333333334,0.0,27.933333333333334,838,1080,1920,0,51.2398822772529,12.835748041155938,30.0,0,838,Metro_kalbakken_jernbanetorget
0,27.0,0.0,27.0,810,1080,1920,0,45.25730181933437,6.47053159800503,30.0,0,810,Car_snaroya_smestad
0,27.0,0.125,27.125,648,1080,1920,1,69.11774877987803,31.887388545502258,24.0,3,651,Train_vestby_oslo
0,27.0,0.0,27.0,810,1080,1920,0,45.25730181933437,6.47053159800503,30.0,0,810,Metro_kalbakken_jernbanetorget
0,27.133333333333333,7.133333333333334,34.266666666666666,814,1080,1920,2,24.465410465044613,9.669711446285113,30.0,214,1028,Metro_kalbakken_jernbanetorget
0,27.0,0.0,27.0,648,1080,1920,0,34.61757824674989,21.4034009946156,24.0,0,648,Car_snaroya_smestad
0,26.633333333333333,1.0666666666666667,27.7,799,1080,1920,3,36.516496571081376,3.111321647896646,30.0,32,831,Tram_ljabru_jernbanetorget
0,27.0,0.0,27.0,810,1080,1920,0,45.25730181933437,6.47053159800503,30.0,0,810,Tram_jernbanetorget_ljabru
0,26.066666666666666,0.0,26.066666666666666,782,1080,1920,0,64.01331619785371,24.66584142488366,30.0,0,782,Ferry_nesoddtangen_oslo
0,26.625,1.875,28.5,639,1080,1920,1,43.56221475321591,11.106231569191065,24.0,45,684,Bus_ljansbakken_oslo
0,25.0,0.0,25.0,625,1080,1920,0,92.9468199053504,30.131945716916807,25.0,0,625,Train_vestby_oslo
0,26.625,0.0,26.625,639,1080,1920,0,43.56221475321591,11.106231569191065,24.0,0,639,Tram_jernbanetorget_ljabru
0,27.133333333333333,0.0,27.133333333333333,814,1080,1920,0,24.465410465044613,9.669711446285113,30.0,0,814,Car_snaroya_smestad
0,27.0,0.0,27.0,810,1080,1920,0,45.25730181933437,6.47053159800503,30.0,0,810,Tram_ljabru_jernbanetorget
0,27.0,0.0,27.0,648,1080,1920,0,34.61757824674989,21.4034009946156,24.0,0,648,Tram_jernbanetorget_ljabru
0,27.694333333333333,0.0,27.694333333333333,664,1080,1920,0,72.4592681682656,30.94810643457089,23.976023976023978,0,664,Train_vestby_oslo
